id,clarification_question
214920,"marceloventura it is not clear that this is a homework . sergey adamov , is it . . ?"
214779,can you say more ?
214970,( 1 ) but it helps to expand acronyms ( cadf ?
214664,"you choose priors * prior * to seeing the data , not based on it . if you set up priors based on the data you have then you use the same data twice : to set prior and then to calculate likelihood , so to multiply the two in the end to get posterior . maybe you should start with some bayesian habdbook like "" bayesian data analysis "" by gelman et al or "" doing bayesian data analysis "" by kruschke ?"
214447,have you checked where the predictor values that lead to these high values are in your model space ?
215036,what are you trying to test ?
214861,"it's hard to understand your question , but it sounds like your goal is to train a classifier that will take in a time series and output a class label that corresponds to membership in one of your clusters . if the goal is to map new time series to clusters , why not just assign each new time series to the nearest cluster centroid , as k-medoids does ?"
214973,"the point of a binomial is to estimate the physical frequency of your events . afterall , how else would you calculate $ pi_i $ ?"
215118,"most importantly , if you're looking at l-estimators , do you measure radius from sample center or from point of aim ?"
215095,""" i tried to use rtsne package and "" and what ?"
214961,"well , both links say , that aic-based model-selection lose some theoretical properties ( performs worse ) when the model is "" not good "" which is not the case for leave-one-out cv / k-fold cv . how does this not target your question ( irrespective of your trust on this statement ) ?"
215751,could you specify what language your code is in ?
219433,"let's consider a simpler version of the same question , where you will flip a fair coin twice . by assuming the chance of each flip of being heads is 50 % , that's a 25 % chance of two heads . you flip the coin once and happen to see heads . analogously with your question , it seems you would maintain that the chance of getting one more heads is still 25 % . * how do you square that with your original assumption that the chance of a heads on the second flip is 50 % ?"
220148,"so what is your question , explicitly ?"
180588,welcome to cv . doesn't this simply involve the * binning * of your counts into a histogram ?
224668,what algorithm exactly do you have in mind ?
226707,"restated differently : are you looking for % male for each region ( i assume % female is 1 - % male ) , and then seeing which regions are statistically significantly different than the average and by how much ?"
230703,why does it matter ?
230716,"in the height example , even each individual has stopped evolving . are you after that , or after a more general "" steady state "" where the [ property ] of each individual still varies over time , but this variation ( and / or members entering and exiting the population ) balance out so that the distribution is stationary ?"
230722,"okay then in that case i would do fruit type color as that in itself is a complete 'type' of fruit , given your specification ?"
231924,can you set up contrasts in limma ?
237181,your description of your case is ambiguous to me . it sounds like you want to determine if the type of pot has an effect of cooking time * after having controlled for lid * . is that what you want to know ?
237185,can you provide the actual models that you are fitting to the data ?
238724,"the likelihood function ( lognormal ) can be updated each time you obtain a new x . to do that , it suffices to estimate mu and sigma based on the most up to date sample . no ?"
240756,do you want to post your code or explain what your steps are ?
241755,"there are dynamic averaging as well , so you don't need to "" hold "" data to estimate its mean and variance . you can also look at row-to-row changes in means or variance to adjust whether learning needs to be re-started . what are you trying to do , in particular , here ?"
247361,are you using a $ t $ -test ?
248219,is this a question from a course or textbook ?
252216,can you link to the paper ?
252411,"you mention classes , as if your data were categorical , but you are asking about histograms , exponential data and standard deviation , all related to continuous data . are your data categorical on numeric ?"
254442,"welcome to the community . in the above , there's quite a lot that you're not telling us about the problem , including how you determined that multicollinearity was the underlying issue . how can we comment on the appropriateness of the analytic method ?"
255644,"you do need the exogenous variables for the next 10 months if you want to forecast the next 10 months using your arimax model . if you don't have the actuals , you could potentially create another ( regression ?"
258895,are you sure you mean * unconditional * distribution . . ?
259361,something like partial correlation or maybe multiple correlation ?
259511,"what is your goal predicting long-term changes after seeing the initial ones , then why not ?"
262819,what are you quoting ?
264062,"you haven't specified how these parameters enter the density or cdf . presumably $ mu $ is a location-shift and $ beta $ a scale parameter in a two-parameter exponential ; e . g . for the cdf do you mean $ f_x ( x ) = 1 - exp ( - ( x- mu ) / beta ) , ; quad x mu ; : mu , , beta 0 $ ?"
265359,who are you quoting at the start ( the part in grey at the top of your post using blockquote markup ) ?
265792,can you clarify - you only have 6 data points ( numbers ) which are the means from a larger dataset ?
266190,what is the purpose of the feature selection you are trying to do ?
267064,do you mean to say that $ x $ is just a function of some other ( presumably finite ) collection of random variables ?
267881,what does gdp stand for ?
268002,why exactly such sample sizes make it too small for modeling ?
162156,"in what sense would the statistics derived from these models be "" incorrect "" ?"
268889,i don't understand your question . the two models you list look the same to me . are you trying to compare the asymptotic relative efficiency of the maximum likelihood estimator for a multinomial logit w / a 3-level response to the binomial logit ?
201241,"just doing the math blindly , i got ( d / r1 ) ^ 2 as 1 . are you sure you took your derivatives correctly ?"
188935,the papers answer your question directly and for sure they provide more detailed answer than you can possibly get on such site like cv ( that very unlikely would be longer than one printed page ) . so what exactly do you want to know ?
16742,whuber giving characteristics of density patters ?
168552,are you sure what you want is a gradient descent implementation ?
153981,"a couple clarifications before someone can answer : can you clarify what you are asking in 1 ) , is it "" what about the performance of the parameters outside of the grid ?"
199215,"it all depends on what you mean by the "" probability density of a sine wave . "" if you have in mind sampling the graph evenly across its length , you will get one answer ; but if you sample it evenly across the horizontal axis , you will get another . could you tell us more specifically about how you intend to sample points on a sine wave ?"
180468,to clarify : do you want to do pca with weights or do you really need to compute covariance matrix ?
115526,henrik did you ever find an answer to this question ?
95598,"it looks like you have two dependent variables . do you have both ( liquid / solid ) observations for the same individuals , or are the people being fed liquids and solids from separate sets ?"
217592,where have you heard that advice ?
129970,"what discipline are you "" beginning graduate student "" in ?"
139492,"the bonferroni adjustment is quite strict . have you tried to use any other method , for example holm-bonferroni ?"
100236,"when you ignore the adjacency constraint , you are just re-asking the scrabble questions : the only changes to make are to increase the rack from 7 to 16 letters , limit the dictionary of valid words appropriately ( * e . g . * , have it contain only the target word ) , and possibly to change the letter frequencies a little . note , too , that the scrabble answers already handle the limited number of copies of each letter . would you like therefore to modify your question so it will not be closed as a duplicate ?"
76277,"what do you mean by "" r does not use weights to modify the mle "" ?"
131341,"are you after a characterization , or a partial list of common cases ?"
254069,"because there's no conceptual or mathematical connection between these two definitions , it's a little hard to figure out what you are really asking for . the function $ l ( p_1 , p_2 ) = - ( p_1-p_2 ) ^ 2 $ , for $ ( p_1 , p_2 ) in mathbb { r } ^ 2 $ , is convex but not one-to-one : is this the sort of thing you are looking for ?"
167708,"please clarify a few things : in linear regression , one usually also has an error term . is this the case here ?"
208331,your formula is * so * close to the one in the wikipedia article that we are left to wonder what additional help you are looking for . could you articulate the nature of the obstacle that is preventing you from connecting the two ?
26383,"if you have the density function for the minimum , then it's exactly the same as doing the calculation for an arbitrary random variable , $ x $ . are you asking how to derive the density of the minimum ?"
2093,do you want to generate normal random variables truncated to range between 0 and 1 or uniform random variables between 0 and 1 ?
97167,( 1 ) are all your effects linear in the logit ?
196752,"what does it mean for a _vector_ to have values in $ [ 0 . 0 , 1 . 0 ] $ ?"
237462,"if you get a new case for data-set 1 , would you have a method of assigning it to an existing cluster ?"
240703,"i don't have time right now to answer everything here ( maybe later ) , but "" so the eigenvectors indicate the correlation between the component and the variables "" - this is wrong . where do you see this in the quotes that you gave ?"
179392,how you model your dynamics with the constraint die will very much depend on the question you want to answer . do you want to consider all modifications of your die separately ?
265704,"the sum of two pdfs * cannot * be a pdf , since it would have total probability 2 ( neither can you sum two distributions and get a distribution out ) . do you instead mean that you want the pdf of a random variable that's the sum of a poisson random variable and an exponential random variable ( which would suggest you're after the * convolution * - not the sum - of their pdfs ?"
110005,"how about adding a pi_0 with x_0 = 0 , and using the technique for the coefficients totaling 1 ?"
181517,possible duplicate of [ when to use an offset in a poisson regression ?
212792,""" foregoing the benefit of having de-correlate your features "" -- what do you mean ?"
26178,it's not entirely clear to me what you're asking for . how does what you want differ from the table you reproduce above ?
149037,"if those are real data , what about trying a bivariate logistic regression , such as those in cran package vgam ?"
143294,"could you be more specific about the properties , your distance measure should fulfil ?"
190014,"no , because you'd be * dividing * by the number of points in a region . in other words , you would be , in effect , disregarding the number of points in the region . make sense ?"
253993,what's so hard about converting everything to the same temperature scale beforehand ?
272714,you might not know the means . . . . we use the test to test for difference in means . does that answer your question ?
174057,can you show the estimated standard deviations of the random effects ?
202459,"broadly speaking the graph is what you expect from repeated sampling from _any_ distribution with mean 0 and sd 1 . there would be small differences in the configuration depending on parent but just looking at the graph won't help you see them . more and more samples won't help given overplotting . the fallacy can be seen from a simple case . my mean is near 0 and my sd is near 1 : does that show that i have n ( 0 , 1 ) ?"
124235,could you elaborate on the goal of this analysis ?
110348,could you please cite that last paragraph ?
176551,"if this is not a stata question , then you should explain to the majority of non-stata users here what the commands you used do and not presume that it's evident from their names . even more crucially , what is the response ( outcome ) variable such that a poisson model appears an alternative to a logit model ?"
178612,"what is the form of $ t ( x , beta ) $ ?"
239087,"do you mean , you have some regression model $ y_i = mathbf { x } _i' mathbf { beta } epsilon_i $ and for whatever reason , you know that the variance of $ epsilon_i $ is $ sigma ^ 2_i $ , that is , ( i ) the variance of the residual is different for different observations ( ii ) you know what the variance for each observation is ?"
126162,"what are your criteria for "" better "" ?"
149022,"after several readings , i still do not understand what you might mean by a "" p-variate , "" nor do i have any useful clues about what "" transfer back the values "" might mean . could you perhaps give a concrete example or alternative description of what your aim is ?"
89926,what are the points that are plotted ?
243632,you want to compare binary to continuous variables ( what for ) ?
196901,"my internet searching just now suggests that the terminology * partial effect * and * marginal effect * --which i had taken for granted in these matters--may not be as well established as i had thought , nor entirely clear . [ this stata journal article ] ( url ) , for example , employs the more descriptive terms * marginal effect at the mean * ( mem ) and * average marginal effect * ( ame ) ; are these what are meant respectively by 'partial effect' and 'marginal effect' as used in this post ?"
17109,"cool question ! can i ask though , what motivates needing a single measure ?"
231059,"it seems to me that user roland's comment to the question you are linking to , answers your question perfectly . what is exactly that you don't understand ?"
256519,possible duplicate of [ how to choose a predictive model after k-fold cross-validation ?
257049,just a question : do your data come from a monotone settings or do they also contain some counter examples ?
111611,why do you have identical versions of this q cross-posted at both sites ?
273555,akkarin can you give a source for the claim ?
273581,"coincidentally , i just visited stats . stackexchange . com to pose a very similar question -- and this guy beat me to it by a couple of hours . is that a poisson process ?"
167640,"you need to specify better the quitting process ! is quitting possible only at round $ m $ , or at any round after round $ m $ ?"
214082,can you provide reference for this formula ?
268735,possible duplicate of [ what intuitive explanation is there for the central limit theorem ?
276143,"since i do not keep track of your questions , can you shortly explain what you mean by a "" composite index "" ?"
276323,it seems to me that if there are some common parts in the two routes that could cause the dependence . to help further you may want to show table 4 . also the question should have the self-study tag . are there other factors that are considered in the problem such as time of day ?
276034,how many times was the response or outcome variable y measured pre- and post-intervention ?
278506,what kind of symmetry ?
278525,"what does it mean to remove black from { red , black , green , yellow } ?"
279840,can you more clearly identify your aim ?
92284,"can you list the levels of your factors , & paste the output from the model ( ie , ` summary ( model ) ` ) ?"
144219,petrbel : i'm sorry i don't know where to start from . have you read the links suggested by whuber ?
178435,just a few questions to clarify the issue . how many data samples do you have ?
215290,what data are ` ph1 ` ?
225216,is your assumption of independence between phone booths ( i . e . the spacing argument is about distance between phone booths ) or independence between trials ( and the spacing argument is about being far apart in time ) ?
257175,"on a first look , this is too much about code review ( off topic ) and too little about statistics ( on topic ) . could you help us by formulating your question more in terms of statistical concepts and problems and less in terms of code ?"
283086,if you're fitting to * sample * moments you can get odd results ( not least -- but not only -- because the sample moments are quite misleading when the skewness and kurtosis are high ) . how are you choosing the skewness and kurtosis ?
284244,how do you define / understand random effect ?
284411,how is this quantization performed ?
284669,did you transform the data ?
284712,what paper ?
286354,what metric are you seeking to optimise and why ?
296972,is there any reason why you want to use the dersimonian and laird method ?
299973,"what do you mean by "" ensure "" ?"
3804,"hello harlan , can your details be translated in mathematical notation ?"
308206,""" is a function "" in what sense ?"
311071,"have you noticed that the ols estimator $ ( x ^ prime x ) ^ { - } x ^ prime y $ is highly nonlinear in $ x $ , too ?"
311458,i followed you here half way through but then i lost your argument . can you rephrase why it is only partially correct ?
311585,i'm not sure i follow . why are two chains estimating different parameters . . . ?
312466,"in your formulation , what stops you from reducing it to a typical regression problem by defining $ gamma equiv v ^ t beta $ ?"
313262,the line has the form y = ax b where a and b are the estimated parameters . just plug in x = 25 to get y = 25 a b . that point will be on the line of best fit ( least squares line if that is the method you are using . is this really what you meant ?
166533,which version of excel and what implementation of regression ( ` linest ` ?
321359,"do your model and the estimates it produces also * perfectly * reflect , * without any error whatsoever , * how the world works and the measurement process you used ?"
329042,"what do you mean by "" your machine learning algorithm "" ?"
329714,"i don't know how your data are organized , but couldn't you just write a routine in which it would train on a sequence from company a , reset the state , then train on a sequence from company b , reset the state , etc . ?"
329915,have you heard of scatterplot matrices ?
336969,did you even read just the wikipedia article ?
339378,"what are the "" lasso properties at the mle "" ?"
341754,is the dependent variable a count ?
347718,this is a vast topic and it would help readers to understand what your current level of understanding and experience is . i assume you are confident in python since that is what you ask for . have you any experience with nlp ?
89900,"all of these are at least somewhat suspect . they seem to have clear bounds , which isn't really consistent w / the standard ols regression model ( but may not pose too much of a problem in practice ) . also , there may be some non-linearity--ie , mis-specified functional form . the wiggly-ness of the fitted line on the plots is driven by a smoothing parameter , you don't necessarily know how literally to take it . you can get another perspective on that same information by getting the ` acf ` & ` pcf ` of those residuals . what are these data / the models ?"
90102,( 1 ) why would pearson correlation be a reasonable metric for quality of approximation ?
91103,can you say more about your data & your situation ?
91540,"i assume that your $ h_0 $ is $ mu = 0 $ , correct ?"
91800,what software do you use ?
91978,"you have covariates , but you apparently only assess whether your models give the correct * total * numbers . have you looked at whether your predictions match the actuals per case , i . e . , taking covariates into account ?"
92829,is this a bivariate dataset ?
93151,is the pattern of zeros such that permutations of the rows and / or columns could yield a triangular matrix ?
93547,i think we will need more information . do you have measures at baseline ( before implants ) ?
93561,can you provide a reproducible example ?
94071,"something seems to be missing here . confidence intervals , hypothesis tests and empirical proportions ( or estimators ) are usually computed _based on observed data_ . there does not seem to be any data here . have you left out some part of the problem text ?"
94690,1 . what is y measuring ?
94716,what distribution are you trying to sample from ?
94959,"can you spell these out , & say more about your situation & your data ?"
95451,"you must clarify what do you mean by "" random guessing "" : do you mean $ a $ ) "" i will flip a fair ( 50 % -50 % ) coin in order to decide whether i will predict that an observation is "" good "" or "" bad "" "" or $ b $ ) "" i will take the sample proportions are adequate estimates of the underlying probabilities , and so i will construct a coin where the "" bad "" side will have a 75 % probability and the "" good "" side will have 25 % probability of landing , and then start flipping this coin "" ?"
95609,"hi akrist . could you put up a plot of the call series at quarter hourly intervals so that we can see what it looks like , and what might be appropriate ?"
95503,"` each node of the tree can divide cases based on a single question only ` can classification tree , not clustering , be closer to what you want ?"
95661,"whether any suggested solution is appropriate will depend on two things , which i hope you can clarify in an edit to your question : ( 1 ) do you hope to exploit the evident * ordering * from non-smoking to smoker to daily smoker ?"
96069,"( 1 ) it's not particularly useful to talk about poisson * errors * ; better to simply refer to the poisson distribution of the observed response . ( 2 ) $ y = ax b $ isn't simple proportionality , that would be $ y = ax $ . ( 3 ) when you say errors , do you mean * standard errors * or something else ?"
96380,"this is a conditional probability ( given the rank of the previous card , you can work out the probability ) , but your question originally sounds like it's after the unconditional probability ( you don't know the rank yet , you're trying to work out the probability the second card is larger than the first without seeing either ) . is that the case ?"
96450,99 . 73 % sounds very specific . why did you decide on that particular confidence level ?
96539,maybe a screenshot ( instead of pointing to a link ) could help ?
96543,"what would it mean for the $ r ^ 2 $ to be "" higher than it should be "" ?"
96795,"do you have 3 , 30 , or 100 branches ?"
97061,there is too much here to address . which * one * of these questions do you wish to have answered ?
97343,at the moment question is not clear to me . you have two univariate gaussian distributions . what do you want to infer then ?
97412,"what do you mena with "" i take the same results for both "" ?"
97642,is this a homework question ?
97776,you might want to extend questions some ( 1 ) is this a time series ?
97825,"could you show us some plots of your data , e . g . how loan amount varies with income for various age buckets and genders ?"
97889,"nick , apologies if i am being obtuse , but why isn't this simply a 3 by 3 $ chi ^ { 2 } $ test with * post hoc * 2 by $ chi ^ { 2 } $ tests adjusted for multiple comparisons ( and possibly for continuity corrections ) ?"
99115,can you give more details regarding the cost function and how you're minimizing it ?
99907,"let me start by stating i consider the question a very interesting one , and i would love to see it answered even in its more general form ( url ) . i think there are two ways of looking at it . the first is that prices during war are higher , the second is that the onset of a war leads to a price jump . if the second option is what you would like to prove ( which i find more interesting but more complicated ) , should one consider some kind of saturation mechanism associated to the price increment ?"
99973,1 ) what is a ` replicate ` ?
99952,"i find your second paragraph unclear -- could you explain how something akin to "" anova "" * could * be okay , yet a binomial glm would not ?"
100097,"thanks for the clarification . if i get it right , you have an unnormalized posterior , which you can sample from with mh , but you need the normalized posterior f to calculate t . since your dimensions are low ( three ) , why not calculating the normalization constant of the posterior with numerical integration ?"
100110,could you please describe your grid and grid cells more in detail ?
100194,just to be sure : you split the sets * * randomly * * into training and test ?
101047,"maybe it's me , but i can't work out what's going on from your description . abundances are integers ?"
101032,"could you expand a little on what you mean by "" randomly distributed "" ?"
102616,"could you tell us what criterion you would use to define whether a peak is "" significant "" or not ?"
102778,"normally , one cannot advice only on the basis of the format of the data ! what do the data represent , and what do you want to achieve with your analysis ?"
102928,how can a model have multiple roc areas ?
103067,is there a specification for when the hdi is only partially overlapping with the rope ?
103229,"do you want the sum to be a random variable with mean zero , or do you want the sum to be equal to zero for every realization ?"
103296,"the [ gamma distribution ] ( url ) is the canonical example , but perhaps you should post a histogram with your data so we can get more of a feel ?"
103336,"i assume we can take $ e ( x ) neq 0 $ as given . if it does tend to be even in the region of 0 ( i . e . that it might sometimes be one side and sometimes another , and in either case might come close in some sense ) , i'm not convinced of the wisdom of looking at the relative error . by contrast , if $ x $ is a positive r . v . , relative error often makes a lot of sense . is $ e ( x ) $ somewhat likely to be negative ?"
103414,please clarify how you would generate a subsample with a distribution matching the historical one ?
103869,"you want to the know how good the "" fit "" is . but what are you fitting ?"
103939,"when the larger model is true but the submodel false , the asymptotic distribution is not $ chi ^ 2 $ anymore ( in linear models with gaussian errors , for example , we get things like exact noncentral-f distributions so the asymptotic distribution should be something like nc- $ chi ^ 2 $ i'm guessing ) . so why would we expect it to be $ chi ^ 2 $ when both the larger * and * the smaller model are both wrong ?"
104048,"you will need to add some representative values here ; people aren't going to want to click a link and download an unknown file . i tried to edit your question , but it still isn't very clear . can you clarify it further ?"
104598,"although you define $ g $ specifically , you replace it with a * different * definition in your calculations : that's where things go wrong . regardless , there's a fundamental problem with this question : if $ x $ has any chance of being negative , then $ y $ does not have a pdf . also , why do you keep writing "" $ y = 0 ldots 1 $ "" ?"
104958,do you know anything else about the relationship between $ a $ and $ b $ or properties beyond simply positive definiteness ?
104968,can you please edit your question to clarify your actual meaning ?
105124,why do you think it isn't multinomial ?
105201,could you clarify the ambiguous notation ?
105291,"of course it's better . if there's no penalty to getting something wrong , you have an additional opportunity to score some points . is there some constraint you forgot to include in the question ?"
105333,"do you have a sense of what spss means by "" conditional effect of predictor at values of the moderator "" ?"
105501,my understanding is that you want to increase auc by choosing some specific samples ?
105778,it doesn't seem clear what you're concerned about . you can get no error term ( the interaction ) with or without sphericity . what makes you think your second paragraph is necessarily true ?
105801,"i don't know much about quality control & control / p-charts , but i can't follow your question . can you explain this more fully ?"
106016,""" not correlated ( r-squared 0 . 006 ) "" means that they are not * linearly * correlated . perhaps there is some other correlation involved . have you plotted the raw data ( dependent * vs * independent ) ?"
106131,your present specification has a nonzero chance that the error term will flip the sign of $ x $ ; is this actually possible ?
106153,"probably not without a lot more details about your survey . are the answers intended to indicate the same construct , or different ones ?"
106233,"although others might find enough here to respond to , i do not yet see that there is enough information to support a well-reasoned answer . would it be possible to be a little more specific about the data you plan to combine ?"
107454,how different are we talking ?
107489,can you say more about what the scores are for each person ?
107704,how do you want to treat log of negative errors ?
107818,"can you say more about what "" they are spread uniformly in time and in space "" means ?"
107938,"if your dependent variable is binary , binary logistic regression is the way to go . what do you mean by "" 1 independent variables ( factors ) ?"
108386,"what do you get with much larger number of bootstrap samples , e . g . 20'000 ?"
108479,your question is unclear . convert to the probability of what ?
108571,could you post any code where you think the problem might exist ?
108641,"can you say more about the process you are asking about , or provide a reference regarding this estimator ?"
108757,the [ no free lunch theorem ] ( url ) might apply here ?
108997,"what do you mean by "" regression weight "" there ?"
109087,what is your question here ?
109595,what was the sd for the effect size ?
110433,"it is not obvious to me what "" real time scenarios "" means . do you mean "" real world "" perhaps ?"
110569,do you observe a site more then once ?
110606,"what is the "" filtering "" supposed to do ?"
110908,you ask specifically about multi-class lda . what makes you think that multi-class lda and two-class lda behave differently in this respect ( under violation of normality and / or common covariance assumptions ) ?
111010,the confidence bands around the qq line are pretty cool . can you share the r code you used to obtain them ?
111817,"it is a bit unclear what you mean with 'prompted' . do you mean subjects were tested four times , twice in each condition ?"
111890,have you checked the assumptions for an independent t-test ?
111957,because you're trying to predict $ y $ from $ x $ ?
111965,are $ x $ and $ y $ independent ?
112004,"hello anna , it would help to know a bit about your approach : do you normalize your data ?"
112376,"can you explain better / more what is $ n_ { runs } $ and "" 0th element "" ?"
112511,did you mean to say you have two * independent * variables ?
112540,"so you have six bags , each of which may contain a single toy , and you want to know the probability distribution of the total number of toys after looking in just one of the bags ?"
113094,( 1 ) to what end ?
113191,what about just using quantiles ?
113766,"are you familiar with how the logistic regression model emerges from an underlying "" latent-variable "" linear regression model ?"
113715,"what is the "" esd test "" ?"
113933,could you give as an example of r code for which you get that error ?
114020,are you designing the study or analyzing data that have already been collected ?
114409,this seems kind of broad and unfocused ; can you make your question more specific ?
114979,are you asking how to produce samples from distributions whose multivariate moments will match the moments of the data ?
115025,"geez , are these all measuring temperature at the same place , or different places ?"
115087,possible duplicate of [ what is theta in a negative binomial regression fitted with r ?
115316,"welcome to cv ! i reformatted the formula using the built-in latex formatting syntax ; feel free to roll back the edit if i made a mistake . also , do you have more detail on the question ?"
115364,` matching is done based on the shape of the curve not in vectorial distance ` i could not quite understand this . could there be missing some words ?
115617,do you know the distribution of $ x_i $ ?
115650,what sort of analytic framework are you using ?
115805,"can you tell us a little more about "" relativity of miles driven per year "" what kind of values does it take ?"
115927,what is the purpose of this method ?
116296,"how does the "" linear rule "" help , since we already know the mean-values vector ?"
116607,"if you simply want to estimate means and variances of columns of frequencies , weighting seems pointless . exactly what random variables are you defining ?"
116694,"well , you say they were asked if they strongly agree , agree , some neutral answer , disagree , strongly disagree . i assume you assigned them 5 , 4 , 3 , 2 , 1 , right ?"
116855,the kolmogorov-smirnov test looks if the data follow a _certain_ normal distribution . how did you specify $ mu $ and $ sigma $ for that purpose ?
116725,what are lr & qlr ?
117262,for sampling ( eg gibbs ) i believe you need a prior . do you have one ?
117693,"wouldn't the size of the changes $ varepsilon $ tend to be proportional to the price ( e . g . if price is $ 100 , it might shift by say $ 5 , but if price is $ 1 , surely it's not going to be doing that ) ?"
117723,what type of error are we talking about ?
118013,can you say some more about the data ?
118271,"ok , i understand your problem a little better , but what is your ultimate goal , to properly classify a mutant given the presence or absence of specific interactions ?"
118491,could you re-partition the data sets and try again ?
118684,can one assume independence between the measurements ?
119807,how do you get total probability exceeding 1 ( and by a long way ) ?
118579,pardon my ignorance but why wouldn't you just fit n and n 1 models using em and compare their fit ?
120357,"i see how $ h_n $ can have infinite variance but i see no way it can have infinite expectation . in what sense then do you mean it can "" have infinite mean "" ?"
120707,"can you clarify your question beyond "" give me some advice "" ?"
120712,"what do you mean by "" $ y $ is distributed normal with mean $ x $ and $ x ^ 2 $ "" ?"
120871,"i don't think i understand the argument about ties . you seem to argue that because the function $ alpha to gamma ^ { * } $ from $ [ 0 , 1 / 2 ] $ to $ [ 1 / 2 , 1 ] $ is not surjective , then it cannot be injective . but a consideration of such functions in general , such as $ gamma ^ { * } ( alpha ) = 1 / 2 alpha / 2 $ , shows that this conclusion is not necessary . what exactly do you mean by "" infinitely dense "" ?"
120935,"in addition to whuber's comments : it sounds like you're going to gather some data at a single location in a single day , which is arguably not what they're talking about . if not , how are you going to gather your sample in a way that reflects their n ?"
121347,have you looked into spss statistics algorithms document ?
122040,"you need to explain what parameter is being plotted here . also , why do you know the true value ?"
122153,"if $ y_i sim mbox { poisson } ( lambda x_i ) $ , what is $ e ( y_i x_i ) $ ?"
122235,why are you using ` nlmer ` ?
122577,( welcome to our site ! ) what does the histogram of log incomes look like ?
122716,what are the replicates you are referring to ?
123175,ssdecontrol : or maybe the op means symmetric residuals ?
123198,"it's hard to say from what you have here . be aware that w / such a large sample , tests of normality and homogeneity will reject the null w / very trivial deviations . in what way are the data non-normal & heterogeneous ?"
123256,"because your use of terms like "" quadrat , "" "" grid , "" and "" dimension "" leaves me totally lost , i suspect you might be using them in ways that are unfamiliar to me ( and therefore to others ) . would you be able to explain them ?"
123443,"are these count-proportions ( of n subjects , k had attribute a ) or continuous proportions ( this milk is 2 % cream ) ?"
123574,"kendall's tau should be exactly the thing for this situation , and one would expect a negative sign for it . i may be misunderstanding you . could you clarify what you mean by "" curvilinear relationship "" ?"
124153,is this for a course ?
124512,"missing not at random ( mnar ) is by definition missingness related to the outcome , something different from what you mean , i believe . i am not sure what is a better term , truncated data ?"
124782,anyone else agree with me it is a ill-proposed question ?
124898,"could you elaborate on exactly how your result is "" wrong "" ?"
125082,doesn't the decision depend on the type of product ?
125312,you're right about the null hypothesis--but exactly how would you go about testing it ?
125794,i don't see what case a axactly is ; you mean you have one value for each day ?
125804,i don't understand the question . are you asking what is the best way to summarize a posterior distribution using a single value ?
127049,is this a question for some subject / course / textbook ?
127443,"first : edit your title , because * * everyone * * here want to solve some problems . second : your description is a little bit vague , did you consider writing something more ?"
127492,what's the objective ?
129860,have you checked what topics are being currently published ?
130091,seems like you are describing gaussian process . what kind of data do you have ?
130404,"i'm a little confused by your models labelled 1 . and 2 . i understand in general terms what might be intended by y , "" some covariate "" and age , but then what's xi1 , xi2 and xi3 ?"
130687,""" examine the effect of the treatment on the dependent variable while controlling for los "" . . . if los is your dependent variable , you * can't * be controlling for it , for then it would appear on both sides of the equation . is it your dv ( in which case you're not controlling for it ) or is it a covariate ( in which case , it's not your dependent variable ) ?"
131149,what do you mean by 'similarity' there ?
131428,do you want a formula to convert a cox ph model to a standard linear regression model ?
131451,"could you please explain what kinds of measurements these are and what a "" paired report "" might be ?"
131477,what is your question ?
132680,you are running two fixed-effects panel regressions on data sets where there's no correlation except within each panel ?
132852,what exactly do you mean by * smoothly migrate between structural changes * ?
133034,for what truly tiny countries is trade measured by * counting * indivisible items ?
133084,"regarding efficiency : set ` v - w - m - s - numeric ( 1e4 ) ` to avoid growing the objects . pre-allocation will make your code much faster . regarding your question : so , your question is why the distribution of the simulated p-values is very skewed ?"
133116,"i don't know if there is a point in making a list of software that does * not * do something . do you * really * want to list all the "" t-test calculators "" that float around the web in thousands . . ?"
133249,"yes , it's clear from your question you think it looks like a ( central ) t . the question is , what is your basis for thinking so ?"
133730,"so are the people in the reviewer group are each exposed to a particular person in the reviewed group , & each person in the reviewed group was exposed to a particular person in the reviewer group ?"
133933,"i gather you aren't replacing the balls . are there enough balls that you can use an approximation w / constant proportions , or do you need exact results ?"
134538,why you need it to be analyzed using daily data ?
134721,"if you really do have the entire population of interest , statistical testing is of no relevance : just look at the results . in practice this situation is * extremely * rare ; if nothing else , the results of a test have some variation that is best attributed to chance . at a minimum , your "" population "" thereby becomes the set of * all possible sets of pre-post test results ; * your data are a sample of that population ; and your target of inference concerns properties of the subjects you tested * as they were at the time of the test . * but don't you want to infer something about * the intervention * itself ?"
134778,"what do you mean , operationally , by 'reliable' ?"
135681,what if it makes the type i error rate for fixed effect parameters closer to the nominal value ?
135803,"is it theoretically possible that there could have been an interest rate but didn't happen to be one , or is it not possible for there to have been one in those cases ?"
135806,what is the length of ` y ` ?
135799,the mplus manual and website and forums are great . did you look there ?
136025,home work ?
136089,"please add the ` [ self-study ] ` tag & read its [ wiki ] ( url ) . note that you can get your $ tex $ expressions to display correctly by putting dollar signs around them ( eg , ` $ tex $ ` ) . can you say more about what you've tried & where you're stuck on the last part ?"
136541,"what is an ( a , b , 0 ) distribution ?"
136551,is this for a class ?
136564,""" non-linear model "" is a pretty broad category . did you have one in mind ?"
